Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
YourExcelGuy,https://www.youtube.com/watch?v=5rscQxgHUDI,How to Create Backup of your file automatically in Excel,0:02:45,English,Educational,14,2,0,327,7/4/2022,3/1/2022,Educational,Tamil Nadu,"2,954.00",9,10,Yes,Yes,Trustable,Sachin Gautam
YourExcelGuy,https://www.youtube.com/watch?v=7XhctgDAGiU,"Protecting a Sheet, yet allowing only a few actions to happen",0:03:26,English,Educational,9,0,0,327,6/4/2022,3/1/2022,Educational,Tamil Nadu,"2,954.00",9,10,Yes,Yes,Trustable,Sachin Gautam
YourExcelGuy,https://www.youtube.com/watch?v=GomV7T8Iwa8,Enabling a part of the Sheet to be editable in Excel,0:02:43,English,Educational,8,1,0,327,5/4/2022,3/1/2022,Educational,Tamil Nadu,"2,954.00",9,10,Yes,Yes,Trustable,Sachin Gautam
YourExcelGuy,https://www.youtube.com/watch?v=wuBcxHKn-Ak,Navigating Between Sheets in Excel using Shortcuts,0:01:07,English,Educational,18,4,0,327,4/4/2022,3/1/2022,Educational,Tamil Nadu,"2,954.00",9,10,Yes,Yes,Trustable,Sachin Gautam
Sourav Joshi vlogs,https://www.youtube.com/watch?v=sCNOzEAvmPI,Piyush Rone Lag Gaya ,0:09:45,Hindi,Vlog,"4,630,080.00","460,000.00","12,000.00","17,700,000.00",16-10-2022,19-02-2019,Vlogs,Uttrakhand,"6,701,905,984.00",10,9,No,No,Trustable,Sachin Gautam
Sourav Joshi vlogs,https://www.youtube.com/watch?v=U0E-fSWHpww,My Favorite Place  Scooty Leke Aagye,0:12:05,Hindi,Vlog,"4,668,599.00","440,000.00","11,000.00","17,700,000.00",15-10-2022,19-02-2019,Vlogs,Uttrakhand,"6,701,905,984.00",10,9,No,No,Trustable,Sachin Gautam
Sourav Joshi vlogs,https://www.youtube.com/watch?v=uOXHhJ6nR7A,Surprise Gifts For Family ,0:10:08,Hindi,Vlog,"5,016,348.00","480,000.00","9,700.00","17,700,000.00",14-10-2022,19-02-2019,Vlogs,Uttrakhand,"6,701,905,984.00",10,9,No,No,Trustable,Sachin Gautam
Sourav Joshi vlogs,https://www.youtube.com/watch?v=-0JpgS_nzAg,Bhoot Prank On Piyush And Kunali  Dono Dar Gaye,0:10:36,Hindi,Vlog,"5,137,747.00","440,000.00","8,700.00","17,700,000.00",13-10-2022,19-02-2019,Vlogs,Uttrakhand,"6,701,905,984.00",10,9,No,No,Trustable,Sachin Gautam
Sourav Joshi vlogs,https://www.youtube.com/watch?v=aTAYIvux3fc,New Toilet Aagya For Camping,0:09:26,Hindi,Vlog,"5,167,865.00","440,000.00","9,200.00","17,700,000.00",12/10/2022,19-02-2019,Vlogs,Uttrakhand,"6,701,905,984.00",10,9,No,No,Trustable,Sachin Gautam
Jordindian,https://www.youtube.com/watch?v=9bxLnQ8mNUY,Old Couples Vs New Couples,0:13:22,English,Entertainment,"6,897,047","229,000","8,645","2,670,000",14-02-2020,29-11-2016,Entertainment,Karnataka,"499,698,035.00",9,8,No,No,Trustable,roshan kumar sinha
Abhishek Agarwal Arts,https://www.youtube.com/watch?v=wpHgdmQo2n0,Karthikeya 2 Hindi Trailer,0:02:04,Hindi,Entertainment,"10,870,096","423,000","15,441","253,000",8/8/2020,7/11/2020,Entertainment,Telangana,"35,596,754.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
Priya Jain,https://www.youtube.com/watch?v=OxZPD2rY7KE,Theories of Punishment,0:05:18,Hindi,Educational,"47,220","3,600",240,"2,160,000",21-09-2022,15-07-2018,Lifestyle,Chhattisgarh,"208,792,282.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
Tharun Speaks,https://www.youtube.com/watch?v=fivAuW0dm5I,Unacademy vs Physics Wallah,0:09:35,English,Review,"716,700","41,000","7,448","213,000",24-05-2022,15-12-2019,Lifestyle,West Bengal,"18,177,026.00",10,7,Yes,No,Not Trustable,roshan kumar sinha
"
IGNITED MINDS",https://www.youtube.com/watch?v=wzT403sa5oE,Epsilon Delta Definition of Limit,0:22:46,Hindi,Educational,"356,117","11,000",690,"129,000",4/6/2019,2/6/2019,Educational,Uttar Pradesh,"9,562,871.00",10,8,Yes,Yes,Trustable,roshan kumar sinha
Labour Law Advisor,https://www.youtube.com/watch?v=00DRsxH-im8,"STOP calling this Trading - Biggest ""Legal"" SCAM",0:09:00,Hindi,Educational,"1,472,395","107,000","11,748","3,610,000",11/9/2022,12/8/2017,Lifestyle,Rajasthan,"671,909,430.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
"
BigBrainco.",https://www.youtube.com/watch?v=qTNW71rQ4go,75 Years of Independence is a LIE?,0:10:23,Hindi,Educational,"219,346","23,000","1,876","886,000",15-08-2022,20-01-2021,Lifestyle,Maharashtra,"92,689,993.00",7,8,Yes,Yes,Trustable,roshan kumar sinha
"
Abhijit Chavda",https://www.youtube.com/watch?v=GVlamZ-Qkic,Ukraine: Will Putin Go Nuclear? WW3?,0:05:58,English,Entertainment,"26,660","1,600",140,"451,000",11/10/2022,30-12-2019,Lifestyle,Gujarat,"38,467,836.00",6,6,Yes,Yes,Trustable,roshan kumar sinha
Being Krishna Conscious,https://www.youtube.com/watch?v=DO1TlODvCbI,What is the RIGHT Time To Do Bhakti???,0:08:22,English,Employment,"76,775","4,700",494,"39,300",17-09-2022,13-07-2020,Lifestyle,Delhi,"1,756,616.00",5,7,Yes,Yes,Trustable,roshan kumar sinha
bekifaayati,https://www.youtube.com/watch?v=M6JrwTcQH04,Most Unique Way to Make Money on Instagram,0:05:14,Hindi,Educational,"18,896",926,177,"1,020,000",29-09-2022,31-03-2021,Lifestyle,Uttar Pradesh,"204,458,377.00",6,7,Yes,Yes,Not Trustable,roshan kumar sinha
"
CodeWithHarry",https://www.youtube.com/watch?v=gfDE2a7MKjA,Python Tutorial For Beginners In Hindi,11:52:23,Hindi,Educational,"17,445,615","516,000","108,772","3,350,000",24-09-2020,28-04-2018,Tech,Uttar Pradesh,"408,922,163.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
"
All India Bakchod",https://www.youtube.com/watch?v=oPp4htuqDOs,AIB : Honest Engineering Campus Placements,0:11:06,Hindi,Entertainment,"14,868,611","356,000","6,545","3,990,000",19-06-2017,30-01-2012,Entertainment,Maharashtra,"603,987,498.00",8,9,No,No,Trustable,roshan kumar sinha
BB Ki Vines,https://www.youtube.com/watch?v=64K0ZNYZBs0,Jijaji Ko Dhoondo,0:05:43,Hindi,Entertainment,"33,174,518","1,100,000","45,941","25,600,000",3/12/2017,20-06-2015,Entertainment,Delhi,"4,439,340,570.00",9,9,No,No,Trustable,roshan kumar sinha
Harsh Beniwal,https://www.youtube.com/watch?v=YGDL70q7fKA,Barfi | Part 1: Tu Jo Mila,0:41:55,Hindi,Lifestyle,"15,871,009","1,500,000","56,965","15,100,000",11/3/2022,6/5/2015,Entertainment,Delhi,"1,680,014,301.00",9,8,No,No,Trustable,roshan kumar sinha
Cricket Star,https://www.youtube.com/watch?v=7OlJ2tNIZOk,Top 7 Biggest Cheating Moments in Cricket History Ever,0:06:25,English,Health,"38,717,851","171,000","6,000","691,000",31-05-2018,18-10-2017,News,Not Available,"175,600,228.00",3,7,Yes,No,Not Trustable,roshan kumar sinha
Don of Cricket,https://www.youtube.com/watch?v=mH5CAVw9wMw,"India vs Australia Cricket - Fights, Sledging, Angry & Crazy Moments",0:08:49,English,Health,"746,678","9,400",730,"163,000",12/12/2020,9/12/2015,News,Not Available,"1,040,814.00",3,7,Yes,No,Not Trustable,roshan kumar sinha
TK TV,https://www.youtube.com/watch?v=BzPQULOUjeM,Angry Cricket Fans Burn The Stadium - Throw Fire Crakers and Bottles,0:06:26,English,Health,"5,114,358","13,000",702,"441,000",21-10-2017,8/3/2016,News,Not Available,"126,387,537.00",4,8,Yes,No,Not Trustable,roshan kumar sinha
Eagle IPL MOMENTS,https://www.youtube.com/watch?v=O4ztexJEkiQ,India vs Pakistan Asia cup highlight,0:11:30,English,Health,"1,410,406","5,300",43,"4,700",24-08-2022,5/7/2021,News,Not Available,"1,460,747.00",5,8,Yes,No,Not Trustable,roshan kumar sinha
"
Tech Burner",https://www.youtube.com/watch?v=rfm7Yp9nG-s,Google Pixel 7 & 7 Pro Unboxing,0:10:21,Hindi,Review,"317,064","35,000","1,585","9,560,000",12/10/2022,26-09-2014,Tech,Delhi,"1,391,291,723.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
Technical Guruji,https://www.youtube.com/watch?v=mbT1VCZAujw,Nothing Phone (1) Unboxing & First Look - Perfect Balance,0:10:46,Hindi,Educational,"3,342,220","185,000","26,958","22,500,000",12/7/2022,19-10-2015,Tech,Rajasthan,"3,133,924,111.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
The EPIC Channel,https://www.youtube.com/watch?v=nveNOyh86EE,Symbolism and Stories of Amrit Manthan,0:05:24,Hindi,Lifestyle,"135,459","3,000",69,"1,200,000",22-02-2019,26-12-2013,Lifestyle,Maharashtra,"126,118,848.00",10,8,Yes,Yes,Trustable,roshan kumar sinha
The Divine Tales,https://www.youtube.com/watch?v=KI0Z5Awx90c,Why Lord Ram issued Death Sentence To Hanuman,0:08:01,Hindi,Lifestyle,"24,839","1,500",91,"7,080,000",6/10/2022,12/7/2017,Entertainment,Gujarat,"1,023,280,497.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
Indian Monk,https://www.youtube.com/watch?v=ILY3Q5AxPbc,How The Universe Was Created According To Hinduism?,0:12:04,English,Lifestyle,"1,782,107","74,000","8,222","684,000",7/3/2022,13-07-2016,Entertainment,Not Available,"42,004,777.00",7,9,Yes,Yes,Trustable,roshan kumar sinha
"
Sarp Rakshak Sandeep Joshi",https://www.youtube.com/watch?v=Jw_JYjlRFTQ,Extracted Naagmani,0:11:54,Hindi,Educational,"17,906,177","205,000","6,917","464,000",14-08-2021,28-02-2019,Lifestyle,Jharkhand,"281,209,388.00",3,8,Yes,Yes,Trustable,roshan kumar sinha
"
Bhavika Motwani",https://www.youtube.com/watch?v=egMem5G9XYs,BTS of Sasta Shaark Tank,0:10:57,Hindi,Music,"894,400","42,000",485,"18,000",24-03-2022,1/1/2022,Lifestyle,Maharashtra,"1,208,916.00",9,9,Yes,No,Not Trustable,roshan kumar sinha
Miss McBlush,https://www.youtube.com/watch?v=TpE3llKodUs,Meri Pyaari Behna - Behind The Scenes,0:01:44,Hindi,Music,"10,463,125","351,000","6,033","1,640,000",25-08-2018,22-03-2017,Lifestyle,Maharashtra,"142,102,094.00",6,5,Yes,No,Not Trustable,roshan kumar sinha
Ashish Chanchlani,https://www.youtube.com/watch?v=j2wDUFASet0,The Stranger,0:07:17,Hindi,Entertainment,"24,479,893","1,400,000","67,357","28,800,000",17-01-2018,7/7/2009,Entertainment,Maharashtra,"4,125,478,164.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
Dr.Gajendra Purohit,https://www.youtube.com/watch?v=tHqx1qxA8q4`,Linear Higher Order Differential Equation,0:33:58,Hindi,Employment,"1,933,912","956,000","43,000","3,299",10/4/2018,3/5/2013,Educational,Rajasthan,"114,588,614.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Priyanka Tiwari,https://www.youtube.com/watch?v=VhZIIS459Cw,Living on Rs 200 for 24 HOURS Challenge,0:10:10,Hindi,Entertainment,"1,084,976","42,000","1,384","2,620,000",5/4/2022,2/1/2013,Cooking,Maharashtra,"535,589,940.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
Anonymous Upsc Aspirant,https://www.youtube.com/watch?v=QTR6k02ve6M,I cleared UPSC CSE Prelims 2022 with *EASE*,0:43:11,Hindi,Lifestyle,"128,936","7,600",556,"15,200",4/10/2022,27-10-2021,Educational,Not Available,"300,644.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Movies Insight Hindi,https://www.youtube.com/watch?v=UMZv8M6_wHU,Squid Game (2021) Explained in Hindi,0:23:38,Hindi,Educational,"39,431,292","1,100,000","9,293","4,880,000",7/10/2021,9/2/2020,Entertainment,Not Available,"1,805,643,605.00",9,9,Yes,No,Not Trustable,roshan kumar sinha
Soch by Mohak Mangal,https://www.youtube.com/watch?v=CIvT4gGNXhs,Why Are Bollywood Movies FLOPPING?,0:16:17,Hindi,Educational,"1,312,803","70,000","6,300","1,500,000",31-08-2022,1/5/2018,Lifestyle,Delhi,"107,326,730.00",7,9,Yes,Yes,Trustable,roshan kumar sinha
Aevy TV,https://www.youtube.com/watch?v=zZwYGlnpu6c,"Haldiram: 0 to 20,000 Crores",0:09:02,English,Lifestyle,"800,281","17,000",760,"114,000",28-08-2022,4/6/2022,Lifestyle,Karnataka,"4,173,456.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
Dhruv Rathee,https://www.youtube.com/watch?v=3bZoB8PiXas,How did British Empire take over India?,0:25:50,Hindi,Lifestyle,"5,833,232","246,000","14,855","8,890,000",10/9/2022,8/1/2013,Lifestyle,Haryana,"1,142,471,103.00",8,10,Yes,Yes,Trustable,roshan kumar sinha
The RawKnee Show,https://www.youtube.com/watch?v=0o5Zdm47neU,THE MOST SASTA EDITING IN HISTORY,0:09:30,Hindi,Entertainment,"346,836","45,000",913,"1,820,000",7/10/2022,14-06-2015,Review,Maharashtra,"160,629,977.00",7,9,Yes,No,Not Trustable,roshan kumar sinha
CarryMinati,https://www.youtube.com/watch?v=abhuAYtmk58,IDLES OF INDIA: GONE RIGHT,0:08:54,Hindi,Entertainment,"44,929,549","5,500,000","266,675","37,000,000",4/9/2020,30-10-2014,Review,Haryana,"3,027,877,919.00",8,8,Yes,No,Not Trustable,roshan kumar sinha
CarryisLive,https://www.youtube.com/watch?v=8xV2iKuCw8s,HIDDEN TWIN TOWER FOOTAGE,2:24:10,Hindi,Entertainment,"1,000,925","70,000",342,"11,400,000",29-08-2022,8/1/2017,Entertainment,Haryana,"1,404,897,419.00",6,8,No,No,Trustable,roshan kumar sinha
"
The RawKnee Games",https://www.youtube.com/watch?v=15IypzP2_is,I BECAME SPIDERMAN IN MINECRAFT,0:40:12,Hindi,Entertainment,"563,737","35,000",579,"3,760,000",17-08-2022,4/4/2017,Entertainment,Maharashtra,"670,907,382.00",9,10,No,No,Trustable,roshan kumar sinha
Abhishek Upmanyu,https://www.youtube.com/watch?v=mPCDQ34S8Rs,"Delhi, Mumbai & Rich People",0:05:29,Hindi,Entertainment,"41,482,806","887,000","7,593","4,140,000",24-01-2017,21-12-2006,Entertainment,Delhi,"331,702,342.00",8,10,No,No,Trustable,roshan kumar sinha
Aishwarya Mohanraj,https://www.youtube.com/watch?v=1EpOFzNo0MY,My First Relationship,0:08:42,Hindi,Entertainment,"14,378,887","486,000","6,798","648,000",20-05-2020,29-09-2012,Entertainment,Maharashtra,"45,688,394.00",9,10,No,No,Trustable,roshan kumar sinha
Sanjeev Kapoor Khazana,https://www.youtube.com/watch?v=TKEgCMyU65Q,Protein Salad | Weight Loss Recipe | Sprouts Salad Recipe,0:06:49,Hindi,Cooking,"36,115,003","762,000","11,448","7,110,000",29-06-2019,29-07-2009,Cooking,Not Available,"1,368,022,705.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
"
Get Curried",https://www.youtube.com/watch?v=a03U45jFxOI,How To Make Butter Chicken At Home | Restaurant Style Recipe,0:05:28,English,Cooking,"39,178,932","530,000","13,196","2,460,000",23-03-2016,7/1/2014,Cooking,Maharashtra,"307,573,717.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
Anubhav Singh Bassi,https://www.youtube.com/watch?v=Tqsz6fjvhZM,Hostel,0:17:10,Hindi,Entertainment,"62,636,658","2,100,000","33,615","3,750,000",16-02-2020,22-06-2016,Entertainment,Uttar Pradesh,"232,527,139.00",10,9,No,No,Trustable,roshan kumar sinha
"
Indian Army is Best",https://www.youtube.com/watch?v=hKYndC0F0BA,Longewala Documentary | INDIAN ARMY | 1971,0:15:05,Hindi,Lifestyle,"1,887,188","48,000","1,501","23,800",8/12/2021,12/9/2020,News,Not Available,"2,833,961.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
"
Indian Diplomacy",https://www.youtube.com/watch?v=7z9NUV_YrOo,The Quantum Indians,0:52:01,English,Lifestyle,"459,031","8,100",494,"147,000",30-07-2013,12/7/2010,News,Delhi,"23,650,254.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
FilterCopy,https://www.youtube.com/watch?v=HhGbYHQFbXI,If Your Mom Could Hear Your Thoughts,0:04:15,Hindi,Entertainment,"2,053,927","84,000",691,"9,760,000",21-09-2022,4/9/2015,Entertainment,Maharashtra,"3,718,262,476.00",9,9,Yes,Yes,Trustable,roshan kumar sinha
The Timeliners,https://www.youtube.com/watch?v=72ril3izxNc,Indians and Parking,0:05:45,Hindi,Entertainment,"538,987","24,000",687,"7,220,000",20-09-2022,1/2/2014,Entertainment,Delhi,"1,014,048,514.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
The Viral Fever,https://www.youtube.com/watch?v=mAQHfGtx3ho,TVF's Imaandar Sharma with Kartik Aaryan & Sara Ali Khan,0:07:54,Hindi,Employment,"4,858,907","219,000","4,260","11,300,000",13-02-2020,15-03-2011,Entertainment,Maharashtra,"1,720,554,341.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
Techno Gamerz,https://www.youtube.com/watch?v=hjmUxWyL5JE,I STOLE PRESIDENT'S GOLD CAR | GTA V GAMEPLAY,0:28:59,Hindi,Entertainment,"13,720,698","591,000","26,119","29,300,000",15-05-2020,13-08-2017,Entertainment,Delhi,"7,666,578,561.00",9,10,Yes,Yes,Trustable,roshan kumar sinha
Science Is Dope,https://www.youtube.com/watch?v=PmOquClI9Lo,This is impossible. Here's why,0:11:03,English,Educational,"34,888","2,300",313,"90,300",14-06-2022,24-07-2016,Educational,Karnataka,"6,504,423.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
"
Nimbus Education",https://www.youtube.com/watch?v=cGY4wsVBsD0,What you didn't know about Dark Energy? It gets CREATED?,0:13:48,Hindi,Educational,"50,533","4,400",462,"98,600",24-06-2021,25-02-2017,Educational,Rajasthan,"6,208,719.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
Vigyan Tv India,https://www.youtube.com/watch?v=dCvYSFIZMT4,Complete Information about James Webb Space Telescope,0:21:40,Hindi,Educational,"190,612","6,100",338,"787,000",4/2/2022,3/11/2016,Tech,Not Available,"42,678,982.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
"
Technology & Myths",https://www.youtube.com/watch?v=sPYEgUypQoY,How Scientists Measured The Speed of Light [ Hindi ],0:11:33,Hindi,Educational,"631,945","20,000",409,"1,450,000",26-08-2021,22-11-2016,Educational,Uttar Pradesh,"155,980,216.00",7,6,Yes,No,Not Trustable,roshan kumar sinha
"
PW Emotions",https://www.youtube.com/watch?v=cwb2fqa2lgE,My Real Story of BHANGARH FORT (Haunted) ,0:11:35,Hindi,Lifestyle,"1,601,371","81,000","2,556","209,000",18-09-2022,17-11-2021,Educational,Not Available,"51,732,894.00",5,7,No,No,Trustable,roshan kumar sinha
"
Khooni Monday",https://www.youtube.com/watch?v=tGYIg-mSWno,India's Most Haunted Village - Bemni,0:08:48,Hindi,Lifestyle,"1,251,733","46,000","1,330","3,090,000",19-09-2022,29-08-2018,Lifestyle,Not Available,"415,351,246.00",7,6,Yes,Yes,Trustable,roshan kumar sinha
Slayy Point,https://www.youtube.com/watch?v=vNyU9xuz6ic,Internet Destroys Cricket - R.I.P,0:13:09,Hindi,Entertainment,"4,763,800","407,000","15,430","7,320,000",7/10/2022,7/3/2016,Review,Maharashtra,"1,670,287,489.00",9,9,Yes,Yes,Trustable,roshan kumar sinha
"
Kritika Khurana",https://www.youtube.com/watch?v=Vc9IpyuoYH0,Aesthetic Amazon Home decor Haul,0:11:31,Hindi,Entertainment,"487,474","26,000",741,"761,000",28-06-2022,2/8/2014,Lifestyle,Delhi,"159,066,663.00",10,7,Yes,Yes,Trustable,roshan kumar sinha
Kusha Kapila,https://www.youtube.com/watch?v=TUtSrob2ANQ,Why Saif Ali Khan is not on Social media,0:08:26,English,Employment,"342,334","9,400",304,"415,000",28-05-2022,7/10/2011,Employment,Delhi,"65,898,746.00",9,9,Yes,Yes,Trustable,roshan kumar sinha
Girliyapa,https://www.youtube.com/watch?v=b8UoC23jhPc,Love is Love | YouTube Creators For Change,0:11:53,Hindi,Educational,"3,004,847","98,000","6,563","4,670,000",26-09-2018,21-07-2015,Entertainment,Not Available,"562,255,319.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
Ranveer Allahbadia,https://www.youtube.com/watch?v=M8mDRx0eVPY,"Aghori Babas, Shiva Bhakti, Yoga Aur Sadhnas",0:45:16,Hindi,Entertainment,"2,046,154","94,000","3,118","3,920,000",9/10/2021,29-03-2017,Lifestyle,Maharashtra,"326,772,127.00",10,9,Yes,Yes,Trustable,roshan kumar sinha
Aksh Baghla,https://www.youtube.com/watch?v=h6m_5uG6Wik,ZARA ZARA (Cover by Aksh Baghla),0:03:08,Hindi,Entertainment,"3,277,187","226,000","7,081","3,140,000",8/6/2020,14-07-2016,Music,Himachal Pradesh,"195,548,089.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
SR PAY,https://www.youtube.com/watch?v=Y21COHseHPk,"Ankita Bhandari : Killed By Politicians Son For Not Giving ""Extra Services""",0:21:27,Hindi,Entertainment,"178,779","14,000",692,"83,100",29-09-2022,2/1/2021,News,Uttrakhand,"3,307,874.00",10,10,Yes,No,Not Trustable,roshan kumar sinha
"
Aakash Gupta",https://www.youtube.com/watch?v=PTIaBLtp4R8,Dogs,0:07:41,Hindi,Entertainment,"26,769,022","1,300,000","18,058","3,390,000",27-10-2019,13-09-2016,Entertainment,Delhi,"273,541,629.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Yash Rathi,https://www.youtube.com/watch?v=XBjsXDRxQEs,"""GENTLEMAN""",0:12:27,Hindi,Entertainment,"6,185,199","411,000","5,310","472,000",18-06-2022,20-06-2019,Entertainment,Delhi,"22,232,553.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Manhar Seth,https://www.youtube.com/watch?v=JnuktFAgTKo,Manhar Seth - Everything happens for a Reason,0:04:29,Hindi,Entertainment,"662,295","50,000",776,"98,800",2/8/2022,23-12-2015,Entertainment,Delhi,"5,709,546.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
"
Himanshu Dulani",https://www.youtube.com/watch?v=6jJ1Q0uyfP8,Tere Liye - Prince || Himanshu Dulani Dance Choreography,0:01:42,Hindi,Entertainment,"13,604,577","447,000","14,027","1,000,000",9/3/2021,13-11-2012,Lifestyle,Madhya Pradesh,"154,611,618.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
CS Bisht Vines,https://www.youtube.com/watch?v=LSp_j7fcA_s,PAAGAL BETA 51 | Jokes ,0:06:06,Hindi,Entertainment,"2,563,991","25,000",837,"10,300,000",29-09-2022,18-03-2017,Educational,Delhi,"7,847,080,509.00",8,9,Yes,Yes,Trustable,roshan kumar sinha
UnErase Poetry,https://www.youtube.com/watch?v=sXoAG68nUxA,Maut Aur Main - Yahya Bootwala,0:02:53,Hindi,Entertainment,"1,298,650","63,000",775,"1,440,000",13-07-2018,21-02-2017,Entertainment,Delhi,"149,654,767.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
"
JayantJoshiMusic",https://www.youtube.com/watch?v=X5RzfTm2Jcc,The Love Mashup,0:03:02,Hindi,Entertainment,"1,329,220","72,000","2,018","134,000",21-05-2021,25-12-2016,Music,Maharashtra,"11,844,195.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Ujjwal,https://www.youtube.com/watch?v=tALkTYtiEmc,I TRIED 3 HARDEST GAMES,0:17:44,Hindi,Entertainment,"6,820,374","304,000","8,400","8,640,000",26-06-2022,20-01-2018,Entertainment,Delhi,"891,498,055.00",8,10,Yes,Yes,Trustable,roshan kumar sinha
Deepak Tulsyan,https://www.youtube.com/watch?v=h9ALWwF4it0,AANKH MAREY | SIMMBA | Deepak Tulsyan Choreography | Bollywood Dance,0:01:13,Hindi,Entertainment,"74,127,861","614,000","7,694","3,070,000",13-12-2018,29-01-2011,Lifestyle,Delhi,"641,231,487.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Lisa Mishra,https://www.youtube.com/watch?v=8OKnt_AOoQs,"Kabira - Yeh Jawaani Hai Deewani, Arijit Singh (Cover by Lisa Mishra)",0:03:32,Hindi,Entertainment,"4,529,040","166,000","7,437","305,000",19-12-2014,28-07-2007,Music,Odisha,"20,956,050.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
Red Shirt Guy,https://www.youtube.com/watch?v=jS2-TspZOgI,No One Expected This Dance!!! (Waves Bits Goa),0:04:04,Hindi,Lifestyle,"35,479,488","1,000,000","12,500","346,000",8/11/2019,6/9/2014,Lifestyle,Goa,"72,153,159.00",10,10,Yes,Yes,Trustable,roshan kumar sinha
